26308,1.08164
17067,1.01297
48366,1.54687
31333,1.81533
13396,1.76089
59728,1.08311
2967,1.03853
20195,1.27368
55859,1.85463
27555,1.01766
51430,1.94493
65728,1.88762
69813,1.40795
88719,1.5663
3039,1.32189
35492,1.59845
68554,1.49495
75613,1.28498
2290,1.38128
76391,1.8149
42049,1.41062
21346,1.79919
87990,1.61357
70284,1.97089
16328,1.86139
35619,1.52793
3459,1.23235
58267,1.50915
43029,1.7584
83451,1.61195
79958,1.25491
57183,1.56087
90573,1.08572
14923,1.65514
29571,1.10458
14008,1.48302
16508,1.12578
60212,1.81047
14653,1.32116
52746,1.69324
13246,1.55987
39911,1.10713
797,1.39804
61560,1.29861
27274,1.96123
12064,1.6841
80931,1.69672
1208,1.05341
65093,1.27334
72312,1.58205
67508,1.45908
26827,1.01372
78548,1.75574
73049,1.29718
62631,1.23013
47786,1.00181
55319,1.26228
27280,1.72981
25797,1.63888
15093,1.44354
24466,1.53356
7304,1.13614
22065,1.92465
45119,1.82569
23960,1.27388
16829,1.41152
31457,1.67489
33748,1.16978
49416,1.88831
67251,1.77742
47781,1.66892
9692,1.2036
42268,1.6749
41022,1.22805
79111,1.34414
13441,1.29174
80212,1.73967
75185,1.69276
63551,1.98859
60929,1.61473
45939,1.00883
49790,1.22133
16253,1.33075
34186,1.79334
23622,1.49636
49472,1.20585
19863,1.63064
28849,1.28076
56575,1.75531
32157,1.9303
67523,1.32785
37884,1.75718
35089,1.43621
21426,1.56338
67587,1.20776
87164,1.87616
18464,1.24047
58706,1.27018
26005,1.83812
19986,1.41675
31492,1.37547
28288,1.56402
72765,1.60677
31212,1.94377
57594,1.64051
70190,1.66454
39091,1.47042
1934,1.63612
43853,1.60446
83663,1.16519
45987,1.91567
58552,1.60506
62009,1.76838
8107,1.3427
54121,1.81848
39725,1.65622
41150,1.16119
16112,1.4084
70505,1.6105
14389,1.15281
82040,1.69168
57124,1.32062
37377,1.95411
18394,1.68473
44954,1.98057
74835,1.82739
39453,1.69409
53535,1.46997
46931,1.98346
87325,1.30546
73280,1.59008
60809,1.16642
26235,1.98633
13663,1.04982
3379,1.88533
61770,1.22358
500,1.27652
45365,1.93849
52594,1.53492
18447,1.84788
19940,1.39605
79781,1.9391
27664,1.6707
2857,1.55044
10505,1.38026
37511,1.93001
18021,1.6909
32107,1.17411
90487,1.93751
24387,1.82542
35500,1.86833
75544,1.83743
34296,1.28052
79516,1.49678
69860,1.04471
10978,1.49186
43426,1.39627
85528,1.86173
70759,1.04694
36768,1.14483
58242,1.91896
53062,1.95337
47387,1.82219
16960,1.16638
50194,1.91812
68370,1.08514
38708,1.06432
361,1.68956
56413,1.24459
49425,1.44598
651,1.58734
90722,1.49826
25845,1.63308
1837,1.02924
8936,1.45217
64565,1.39933
71307,1.28402
20954,1.38873
86222,1.72134
52494,1.03345
29460,1.77864
87186,1.73941
2711,1.97911
69244,1.56861
85844,1.21524
10781,1.72999
12823,1.86596
80532,1.40682
33100,1.9873
49254,1.47367
81475,1.45172
11384,1.09021
17134,1.75416
53609,1.23258
45292,1.90376
47664,1.27332
83068,1.93979
12953,1.65607
89165,1.57242
39968,1.18568
71759,1.72181
15564,1.13834
12972,1.76227
5685,1.3293
58240,1.97279
17624,1.75312
52518,1.99729
57158,1.83156
30077,1.37382
47004,1.08117
87477,1.37421
10293,1.15168
39590,1.7517
82453,1.69928
40279,1.59699
54632,1.5141
36555,1.66543
37617,1.55249
82275,1.86657
32220,1.72786
40569,1.03324
51289,1.96878
850,1.10264
13450,1.08054
22439,1.72923
597,1.03583
40037,1.14377
59236,1.34025
25189,1.57049
4273,1.9522
27087,1.25066
69516,1.19107
47213,1.30959
17786,1.49093
2428,1.19502
29593,1.63867
27730,1.34767
75959,1.44
21771,1.09736
50325,1.158
68658,1.99841
74929,1.64742
44633,1.44865
31392,1.8939
20113,1.31745
30033,1.89294
38022,1.41348
81614,1.32091
5872,1.50907
16766,1.59223
22568,1.21967
16418,1.61779
88778,1.44578
32848,1.14323
30621,1.92907
83532,1.81204
19032,1.30604
78352,1.8682
87491,1.95247
32425,1.17899
87666,1.8027
48504,1.88849
19289,1.9551
73995,1.14243
59021,1.94987
76147,1.36276
63709,1.76601
25904,1.87713
59895,1.92661
81916,1.62026
72128,1.19464
27933,1.20899
72735,1.77747
4948,1.35959
41931,1.82907
70666,1.04077
39007,1.03858
7212,1.28324
37253,1.57426
5321,1.92379
19694,1.78257
70025,1.85418
48098,1.65261
306,1.28401
62101,1.50489
47925,1.44758
65983,1.20105
2209,1.8204
7570,1.28609
23921,1.70782
15031,1.83572
10842,1.13349
12224,1.78088
79354,1.64885
12562,1.0576
42344,1.73238
7503,1.94863
75,1.54825
17745,1.81724
32233,1.15085
63322,1.96841
53441,1.08975
64025,1.85809
80976,1.1234
90993,1.43253
45137,1.81579
60977,1.5467
5648,1.72581
16173,1.0999
10728,1.79213
13283,1.40983
82205,1.33771
