26308,5.392722148
78209,0
51930,0.256964495
10113,0
17067,0
46744,3.504642904
31747,0
48366,1.232195738
49725,0
31333,0
87746,4.224391945
51229,3.358309248
18211,0
21994,5.590395089
61139,0.280187989
2967,0
47349,0
44467,0
20195,5.54088374
3113,4.685024057
72060,3.542033583
9329,0
73019,1.726134295
56754,0
57116,0
42194,3.252696563
90012,0
55859,0
27555,5.966236032
24650,0
45006,0
73677,0
51982,5.086342023
57983,0.344377771
76294,0
69813,0
88516,1.167122772
85791,3.336524242
45045,0
56129,0
33117,0
28440,0.726198026
58670,0
88719,0
61037,0
68554,0
15262,1.549879951
33795,0
76391,0
42049,0
30824,0
21346,0
84626,0
23424,5.212901214
83304,1.272617678
40257,0
88791,4.50488169
16328,0.432051908
75941,3.685928316
35619,0
14325,5.69874739
21887,5.750485422
73623,0.425084185
28906,4.238727054
38199,0
29378,0
47214,0.331154075
9199,0
21596,3.525218676
50614,0.319406757
79958,0
1024,0
2950,0
42103,4.25335558
36518,0
57183,3.587031974
14923,0.721212017
84448,0
71134,0
4507,3.85806156
82427,0
65309,0
45886,3.611483501
86356,0
14653,0
2821,0
46866,0.319793742
13246,0
8079,0
60744,3.962169585
63010,6.653572295
79120,0
12951,0
73140,0
6857,0
46811,4.129590611
797,0
61560,5.984197654
27274,0
9552,0
63438,0
30219,0.648179698
19959,0
77531,0.499713716
80931,0.495793334
1208,0.335275148
45806,0
19451,0
72312,1.916258264
55240,1.143013748
59004,0
67508,5.788834856
6746,0
66514,0
82131,0
21502,0
26827,2.399470395
15131,1.081159231
78548,0
82033,6.319606322
44222,0
90609,0
62631,0
63679,4.581601087
47786,0
55319,4.640762363
3995,0
27280,0
15093,5.903099857
24466,0
40446,0.353457097
7304,0
66292,0
6059,0.478337697
15556,2.512030801
25660,0
55435,4.404049843
45119,0
8735,0.844085439
9549,0.348929419
77425,0
90864,0
34309,0
29133,0
49416,0
229,0.509520369
56006,0.823346345
19246,1.271854192
47781,5.554347837
9711,0
9692,0.794871519
41022,0
44133,3.699767583
69143,0
60431,0
35329,1.061725086
21254,0
46781,5.862080093
69435,0
79111,0.301307443
45796,0
13441,0
14080,4.38141067
146,0
15955,4.642149777
15699,5.151487149
77931,4.813889617
63551,0
60929,0
29590,0.718372449
32152,5.08900643
35226,4.003753831
42025,0
28282,0
56302,5.500857641
44015,0.360573413
38820,4.958742003
66386,0
79977,0
25666,0.251675859
30839,0.527765053
69769,5.215729349
57462,0
36076,6.474871839
69281,0.734246731
6163,0
71365,0
50408,6.334566414
16253,4.285847289
14148,0
19804,4.020995756
23622,0.896254674
35882,3.208119275
50842,2.682649291
72992,5.038463193
19863,4.071999501
28849,0
7517,0
32157,1.421503021
10608,0
65931,0
35089,0
11305,4.090063886
82920,1.789156993
42083,0
15472,0
21426,0
50443,4.923752281
43461,0.386837364
77868,0
69023,0
51191,0
67587,0
50569,0
73035,0
82973,0
87164,0
11573,3.993748104
15511,0
20223,0
18464,0.44151724
51194,0
21043,4.425228035
81789,3.368453971
58706,0.888481816
4945,0
82434,0
19986,0
45271,0.531750327
35903,6.038771221
61689,0.955302073
32710,0
61210,2.030954691
69936,0
68082,0
26666,3.913755114
18819,0
57594,0
52926,0
43267,0
58647,1.124076961
37485,0
87226,0.655104216
37702,0.695002691
44449,0
31503,5.473015704
72815,0
13716,0.597651159
50116,0
45987,6.612634636
33464,0
73258,0
63730,2.444017008
45679,4.313154065
60542,0
90767,0
85953,0
62009,0
88576,0
38006,4.273634848
14916,0
215,3.396541759
16112,6.199602817
70505,0.747186125
46958,0
9475,0
50922,0
52832,3.682331272
70756,5.177696076
86376,0
48705,0
40924,0
14389,5.122798365
57124,0
75479,5.367244728
16966,0
54672,5.454875398
15608,0
66681,0.380581527
37377,3.68181763
17852,0
63855,4.608347644
12103,0
88142,0
75924,0
39453,0.406966029
46931,4.958569965
7256,0
73767,5.57542238
19486,0
38835,0.344678698
67321,0
90673,0
42178,0
84878,0.51122399
13663,5.133587181
21991,0
61770,0.568778038
22308,0
45365,0
58088,0
8797,0.754641078
28664,5.411473619
18447,4.870168653
13800,0
83157,0
37283,3.037040449
66528,4.714532717
71196,0.996619607
29120,3.501723783
53138,5.467996901
73447,0
85897,1.219171546
76219,0
77018,1.494535015
27435,0
10505,4.934788795
37511,0
29637,3.911915929
87114,0.425957953
16149,0
21524,0
53781,0
7152,0
15507,0
45900,0
52618,1.046028193
17310,0
54176,0
24387,0
32032,0
35500,4.230879891
12036,5.256014685
75544,0
80796,1.757723004
65737,0
34296,5.442183494
33155,0
69860,5.820270366
67783,0
43426,0
36562,0
23694,0
76734,0
70759,0.437929804
68358,4.946977027
69919,3.941628168
25928,0
54647,0
42865,0
50650,1.148824872
47978,2.744842877
85445,3.859056841
69663,0
44242,0.423059078
73637,1.062817216
52932,0
53062,0
47387,7.180488785
18520,1.645224103
80220,1.285397929
86622,0.344835972
37128,0.531594134
68370,0
21115,0
66965,1.178164897
24277,0
77283,0
57880,1.635912593
40244,0
46636,0
66765,0
3980,0
89209,0
49425,0
26778,5.81935431
33646,0.303339346
82071,0
651,5.935298977
12674,4.154366878
90722,5.890068341
61186,1.152952096
11295,0
22511,0.354369066
71307,0
58287,0
47427,0.947267333
87186,4.315928437
80014,0
40164,0
69244,0
73980,0.335986959
85844,0.581996663
3405,4.503867288
51602,0
86240,0
78923,0
14632,0
22949,5.875036909
80532,0
8738,4.493027918
90652,0
33100,0
4563,0
49254,2.839533543
37689,3.53937937
48942,1.466956094
36177,0
89525,0
67277,0
54330,0
17134,6.325500482
64879,0.350552102
45292,3.79571352
69456,2.40354671
87594,0.325064323
21125,0
12953,1.076365509
57550,0
89165,5.019402438
87107,0
40291,0
18196,0
5474,0
22015,0
49850,0
15564,0
41162,0
22338,0
50298,5.018494427
14979,4.763546574
87488,3.628615596
12972,0
12110,5.680201606
12419,0
20281,1.580577303
2838,5.166032644
71711,2.711305437
49292,0
55141,1.562296803
6904,0
5685,0
81079,0
3665,3.527986238
27553,1.409652965
43800,0.562331604
2202,0
9379,0
25079,0
81713,5.971744785
54936,0
6027,0.143551515
87477,0
39590,0
86037,0
88939,0.665261783
57408,1.102710566
25698,0
50065,0
61960,0
65985,0
4827,0
84146,0
36555,4.8988313
64042,0
85301,5.030334181
56161,0
8061,0
83657,0
37617,0
90275,0
82275,0
32220,0
40569,0.535641096
5992,0
41668,3.753659009
850,2.850080956
15,0
69621,0
90365,0
85890,0
75506,4.125520211
597,0
40037,0
59236,0
18387,0
67455,3.891800287
71692,5.808078991
55596,0
21473,0
26017,0
27087,5.955768837
19179,2.138630998
69516,0.695244615
24348,0
28467,1.10091401
43748,3.396402886
2428,5.617622433
29593,0
20098,0
17933,5.875388315
75959,4.702780834
37049,0.82542784
21771,3.863445334
55255,5.881043834
31628,0
50325,0.687501995
62298,0
24003,0
68658,3.963985141
74929,0
16602,0
46832,0.001931297
86073,0
60419,0
8379,0
31392,5.551785815
20113,0
18770,0
64279,0
65345,0
33028,5.704112238
64322,0
